eventId,assigned_price_cents,roleId,plageEndAt,confirmedByUserId,sessionId,userId,styleSystemIds,sceneId,plageStartAt,slotId,plageLabel,confirmedAt,status,id,created_date,updated_date,created_by_id,created_by,is_sample
"69fb6c8563e27c92387e4124","100000","RL-000001","2026-06-01T05:00:00.000Z","","69fb6c86bc81242e14a6105f","69f2706d181676bbd6e82a5e","[]","sc-1","2026-05-31T19:00:00.000Z","SL-69fb6c86bc81242e14a6105f-0","Peak","2026-05-06T16:31:14.974Z","confirmed","69fb6cd6728257d1b00ef571","2026-05-06T16:31:18.564000","2026-05-06T16:31:18.564000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb62aa2821929a81655b71","30000","RL-000002","2026-11-10T17:00:00.000Z","","69fb62ac23d082847ccfbca7","69f2739b8a9489588db01d2c","[]","sc-1","2026-11-10T15:00:00.000Z","SL-69fb62ac23d082847ccfbca7-0","Peak","2026-05-06T15:48:48.648Z","confirmed","69fb62e428fc33d1c809d879","2026-05-06T15:48:52.011000","2026-05-06T15:48:52.011000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb5b9b770af414e259d734","20000","RL-000003","2026-07-01T20:00:00.000Z","","69fb5b9ddd37ce78fda74ff6","69f2706d181676bbd6e82a5e","[]","sc-1","2026-07-01T18:36:00.000Z","SL-69fb5b9ddd37ce78fda74ff6-0","Peak","2026-05-06T15:18:37.659Z","confirmed","69fb5bd1e972ac88c1dc5848","2026-05-06T15:18:41.565000","2026-05-06T15:18:41.565000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb4c350e2564f3b8157566","10000","RL-000001","2026-07-03T12:45:00.000Z","","69fb4c367fe5403a94bb7979","69f2739b8a9489588db01d2c","[]","sc-1","2026-07-03T12:00:00.000Z","SL-69fb4c367fe5403a94bb7979-0","Peak","2026-05-06T14:13:46.846Z","confirmed","69fb4ca622cb17213defd35d","2026-05-06T14:13:58.231000","2026-05-06T14:13:58.231000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb48b390a8ae02d53a22d1","10000","RL-000003","2026-09-03T05:55:24.000Z","","69fb48b5d135886933200c9f","69f2739b8a9489588db01d2c","[]","sc-1","2026-09-03T05:02:00.000Z","SL-69fb48b5d135886933200c9f-0","Warmup","2026-05-06T13:58:11.312Z","confirmed","69fb48f67282f2a0831bccd7","2026-05-06T13:58:14.237000","2026-05-06T13:58:14.237000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb3e06e5ec52f1e0c5d166","20000","RL-000005","2028-08-04T19:00:00.000Z","","69fb3e083034fe9978e9761d","69f2706d181676bbd6e82a5e","[]","sc-1","2028-08-04T14:48:00.000Z","SL-69fb3e083034fe9978e9761d-1","Peak","2026-05-06T13:17:48.138Z","confirmed","69fb3f7ecc195e613d3168a0","2026-05-06T13:17:50.854000","2026-05-06T13:17:50.854000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb3e06e5ec52f1e0c5d166","40000","RL-000001","2028-08-04T14:48:00.000Z","","69fb3e083034fe9978e9761d","69f62dd4479edabdf08b12ee","[]","sc-1","2028-08-04T13:00:00.000Z","SL-69fb3e083034fe9978e9761d-0","Warmup","2026-05-06T13:17:15.950Z","confirmed","69fb3f5f5bfc3a001e485ab7","2026-05-06T13:17:19.044000","2026-05-06T13:17:42.454000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fa7fbc3685a1e3ae93f54f","5000","RL-000003","2027-01-02T15:36:00.000Z","","69fa7fbdc41ed8087c4392f3","69f2706d181676bbd6e82a5e","[]","sc-1","2027-01-02T15:00:00.000Z","SL-69fa7fbdc41ed8087c4392f3-0","Warmup","2026-05-05T23:40:34.863Z","confirmed","69fa7ff6948d370eba1a2aaa","2026-05-05T23:40:38.692000","2026-05-05T23:40:47.114000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f9059341ae2adfeef80403","10000","RL-000003","2026-09-03T11:00:00.000Z","","69f9059418c71b10d6b34f63","69f2706d181676bbd6e82a5e","[]","sc-1","2026-09-03T09:36:00.000Z","SL-69f9059418c71b10d6b34f63-0","Peak","2026-05-04T20:48:28.043Z","confirmed","69f9062059cd9ed42802f51f","2026-05-04T20:48:32.019000","2026-05-04T20:48:32.019000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f77a1c312b74a9460d126c","5000","RL-000001","2026-07-02T09:36:00.000Z","","69f77a1da63e0c7d0ef141e3","69f7701d31890c3d20e8c9d7","[]","sc-1","2026-07-02T09:00:00.000Z","SL-69f77a1da63e0c7d0ef141e3-1","Warmup","2026-05-03T16:43:01.090Z","confirmed","69f77b17d0563bf634200473","2026-05-03T16:43:03.858000","2026-05-03T16:43:03.858000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f77a1c312b74a9460d126c","6000","RL-000005","2026-07-02T10:30:00.000Z","","69f77a1da63e0c7d0ef141e3","69f62dd4479edabdf08b12ee","[]","sc-1","2026-07-02T09:36:00.000Z","SL-69f77a1da63e0c7d0ef141e3-0","Peak","2026-05-03T16:42:53.998Z","confirmed","69f77b108abf62e2705a8eb8","2026-05-03T16:42:56.132000","2026-05-03T16:42:56.132000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f77a1c312b74a9460d126c","7000","RL-000001","2026-07-02T11:00:00.000Z","","69f77a1da63e0c7d0ef141e3","69f2706d181676bbd6e82a5e","[]","sc-1","2026-07-02T10:30:00.000Z","SL-69f77a1da63e0c7d0ef141e3-1","Closer","2026-05-03T16:42:40.908Z","confirmed","69f77b04fbbe7c42f9038799","2026-05-03T16:42:44.149000","2026-05-03T16:42:44.149000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f75180ac78024b59cd0de7","2000","RL-000008","2026-08-08T21:00:00.000Z","","69f751813e778879b5ffa82b","69f62dd4479edabdf08b12ee","[]","sc-1","2026-08-08T19:12:00.000Z","SL-69f751813e778879b5ffa82b-0","Peak","2026-05-03T13:50:23.307Z","confirmed","69f752a26f8401ec164975b2","2026-05-03T13:50:26.144000","2026-05-03T13:50:43.006000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f75180ac78024b59cd0de7","17000","RL-000001","2026-08-08T22:00:00.000Z","","69f751813e778879b5ffa82b","69f2706d181676bbd6e82a5e","[]","sc-1","2026-08-08T21:00:00.000Z","SL-69f751813e778879b5ffa82b-1","Closer","2026-05-03T13:50:18.525Z","confirmed","69f7529dc665784246caec6b","2026-05-03T13:50:21.364000","2026-05-03T13:50:21.364000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f75180ac78024b59cd0de7","2000","RL-000008","2026-08-08T19:12:00.000Z","","69f751813e778879b5ffa82b","69f62dd4479edabdf08b12ee","[]","sc-1","2026-08-08T18:00:00.000Z","SL-69f751813e778879b5ffa82b-0","Warmup","2026-05-03T13:50:09.863Z","confirmed","69f752946e42bd5be00409e7","2026-05-03T13:50:12.767000","2026-05-03T13:50:12.767000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f74e5f1c0bf0580ac178ea","20000","RL-000001","2026-05-11T02:00:00.000Z","","69f74e61607d2fc65e4c0b23","69f2706d181676bbd6e82a5e","[]","sc-1","2026-05-11T00:36:00.000Z","SL-69f74e61607d2fc65e4c0b23-0","Peak","2026-05-03T13:33:20.947Z","confirmed","69f74ea3c0441efe9d147522","2026-05-03T13:33:23.636000","2026-05-03T13:33:23.636000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f74d9a94e6705490a1dfca","10000","RL-000008","2026-05-11T15:00:00.000Z","","69f74d9c81d52c153d493af0","69f2706d181676bbd6e82a5e","[]","sc-1777814933217","2026-05-11T13:36:00.000Z","SL-69f74d9c81d52c153d493af0-0","Peak","2026-05-03T13:30:02.433Z","confirmed","69f74ddd08ce2992941ba40d","2026-05-03T13:30:05.462000","2026-05-03T13:30:05.462000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f74283836e62b5bf65c905","10000","RL-000005","2026-12-10T16:00:00.000Z","","69f7428545d664675d32cc0f","69f218c618cc26dee7ae01ce","[]","sc-1777812094320","2026-12-10T15:18:00.000Z","SL-69f7428545d664675d32cc0f-0","Peak","2026-05-03T12:54:20.416Z","confirmed","69f7457f511690aaaa9d2534","2026-05-03T12:54:23.224000","2026-05-03T12:54:23.224000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f74283836e62b5bf65c905","10000","RL-000005","2026-12-10T16:00:00.000Z","","69f7428545d664675d32cc0f","69f2706d181676bbd6e82a5e","[]","sc-1","2026-12-10T15:18:00.000Z","SL-69f7428545d664675d32cc0f-0","Peak","2026-05-03T12:54:03.061Z","confirmed","69f7456e46e183c4da574e2c","2026-05-03T12:54:06.081000","2026-05-03T12:54:06.081000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f5faa236e8ec608ae3a167","3000","RL-000006","2026-06-06T10:36:00.000Z","","69f5faa411e66c76135217ce","69f218c618cc26dee7ae01ce","[]","sc-1","2026-06-06T10:00:00.000Z","SL-69f5faa411e66c76135217ce-0","Warmup","2026-05-03T12:39:56.356Z","confirmed","69f7421fd772ab9768f6f8d0","2026-05-03T12:39:59.787000","2026-05-03T12:39:59.787000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f69253ae23482e8f256790","3000","RL-000002","2026-09-01T14:36:00.000Z","","69f69254f392f7e661cef876","69f62cd5271164a83828fd92","[]","sc-1","2026-09-01T14:00:00.000Z","SL-69f69254f392f7e661cef876-0","Warmup","2026-05-03T00:20:46.828Z","confirmed","69f694e1382415ddc9a3164d","2026-05-03T00:20:49.672000","2026-05-03T00:20:49.672000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f69253ae23482e8f256790","7000","RL-000002","2026-09-01T14:36:00.000Z","","69f69254f392f7e661cef876","69f2739b8a9489588db01d2c","[]","sc-1","2026-09-01T14:00:00.000Z","SL-69f69254f392f7e661cef876-0","Warmup","2026-05-03T00:20:26.666Z","confirmed","69f694cdf8cb9844c65e3360","2026-05-03T00:20:29.916000","2026-05-03T00:20:29.916000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f61a9031cab8fcbbdbbf37","10000","RL-000001","2026-07-08T16:00:00.000Z","","69f61a916dd4b698d16617d4","69f62cd5271164a83828fd92","[]","sc-1","2026-07-08T14:36:00.000Z","SL-69f61a916dd4b698d16617d4-0","Peak","2026-05-03T00:06:34.638Z","confirmed","69f6918d6da5d2711edb6587","2026-05-03T00:06:37.696000","2026-05-03T00:06:37.696000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f634af3f0bc18f639bd7bf","10000","RL-000003","2026-08-01T10:00:00.000Z","","69f634b0abd969a8173bc805","69f2706d181676bbd6e82a5e","[]","sc-1","2026-08-01T09:00:00.000Z","SL-69f634b0abd969a8173bc805-0","Peak","2026-05-02T17:31:19.267Z","confirmed","69f634ea3ca0e0f7eccf4d53","2026-05-02T17:31:22.300000","2026-05-02T17:31:22.300000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f62ccbbfe7cfd19437a1f6","15000","RL-000001","2026-09-02T07:00:00.000Z","","69f62ccc71d655dd418527d6","69f2706d181676bbd6e82a5e","[]","sc-1","2026-09-02T06:00:00.000Z","SL-69f62ccc71d655dd418527d6-1","Peak","2026-05-02T17:02:09.269Z","confirmed","69f62e145ce4a55b5932ea82","2026-05-02T17:02:12.274000","2026-05-02T17:02:12.274000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f628a58b137f63df8a0790","10000","RL-000001","2028-01-01T06:00:00.000Z","","69f628a7847b151a2e90e8ec","69f2706d181676bbd6e82a5e","[]","sc-1","2028-01-01T05:18:00.000Z","SL-69f628a7847b151a2e90e8ec-0","Peak","2026-05-02T16:39:53.207Z","confirmed","69f628db440c3781d8a311ad","2026-05-02T16:39:55.920000","2026-05-02T16:39:55.920000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f6261577278f600ed8ca2e","15000","RL-000001","2026-09-01T14:00:00.000Z","","69f62616b3fbeeabb8b1ba56","69f2706d181676bbd6e82a5e","[]","sc-1","2026-09-01T13:00:00.000Z","SL-69f62616b3fbeeabb8b1ba56-0","Peak","2026-05-02T16:28:48.969Z","confirmed","69f6264337dd987f0df4c5a7","2026-05-02T16:28:51.811000","2026-05-02T16:28:51.811000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f615b84b21070e1ca0f945","10000","RL-000007","2026-07-08T15:12:00.000Z","","69f615b959bdb5b53e2a55d7","69f2706d181676bbd6e82a5e","[]","sc-1","2026-07-08T14:00:00.000Z","SL-69f615b959bdb5b53e2a55d7-0","Warmup","2026-05-02T15:18:56.280Z","confirmed","69f615e36626ce74eb259d8c","2026-05-02T15:18:59.307000","2026-05-02T15:18:59.307000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f6041b11fc961b649e5c6f","0","RL-000002","2026-07-07T05:36:00.000Z","","69f6041c8f9287ae5e807a1d","69f2706d181676bbd6e82a5e","[]","sc-1","2026-07-07T05:00:00.000Z","SL-69f6041c8f9287ae5e807a1d-0","Warmup","2026-05-02T14:04:11.509Z","confirmed","69f6045ef77435e4a1f2a9f9","2026-05-02T14:04:14.361000","2026-05-02T14:04:14.361000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69f5f19663a02779cf4fa08b","0","RL-000011","2026-09-09T05:54:00.000Z","","69f5f1984b21070e1ca0bb26","69f218c618cc26dee7ae01ce","[]","sc-1","2026-09-09T05:00:00.000Z","SL-69f5f1984b21070e1ca0bb26-0","Warmup","2026-05-02T12:44:54.948Z","confirmed","69f5f1ca0d391825c106d5ba","2026-05-02T12:44:58.104000","2026-05-02T12:44:58.104000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
