systemId,bioFr,parentSystemId,color,level,displayName,active,racineSystemId,sotsGlobalScore,unlockLevel,rarityTier,sotsRecent30Score,totalVotes,domainKey,id,created_date,updated_date,created_by_id,created_by,is_sample
"ST-000121","","ST-000120","","2","Metal","true","ST-000120","0","1","common","0","0","music","69f2615c703ebba22c03733a","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000123","","ST-000120","","2","Punk / wave","true","ST-000120","0","1","common","0","0","music","69f2615c703ebba22c03733c","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000111","","ST-000095","","3","Milonga","false","ST-000094","0","1","common","0","0","music","69f2615c703ebba22c03734e","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000113","","ST-000095","","3","Soca","true","ST-000094","0","12","epic","0","0","music","69f2615c703ebba22c037350","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000209","","ST-000197","","3","Capsule","true","ST-000193","0","1","common","0","0","video","69f2615c703ebba22c037371","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000116","","ST-000095","","3","Bolero","true","ST-000094","0","1","common","0","0","music","69f2615c703ebba22c037342","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000233","","","","1","Portrait","true","ST-000233","0","1","common","0","0","photo","69f2615c703ebba22c037358","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000214","","ST-000198","","3","Conversations (2 personnes)","true","ST-000193","0","1","common","0","0","video","69f2615c703ebba22c03736c","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000208","","ST-000196","","3","Concerts","true","ST-000193","0","1","common","0","0","video","69f2615c703ebba22c037372","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000137","","ST-000121","","3","Power Metal","true","ST-000120","0","7","rare","0","0","music","69f2615c703ebba22c037330","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000136","","ST-000121","","3","Progressive Metal","true","ST-000120","0","7","rare","0","0","music","69f2615c703ebba22c037331","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000120","","","","1","Rock","true","ST-000120","0","1","common","0","0","music","69f2615c703ebba22c037339","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000223","Cocktails tropicaux, souvent à base de rhum, avec des décorations élaborées et créatives","","","1","Tiki","true","ST-000223","0","1","common","0","0","food","69f2615c703ebba22c037362","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000220","Expert en création de cocktails, il conçoit des recettes originales et maîtrise l'art de mélanger les saveurs","","","1","Mixologie","true","ST-000220","0","1","common","0","0","food","69f2615c703ebba22c037365","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000212","","ST-000197","","3","Cinématique","true","ST-000193","0","1","common","0","0","video","69f2615c703ebba22c03736e","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000131","","ST-000123","","3","Anarcho-Punk","true","ST-000120","0","1","common","0","0","music","69f2615c703ebba22c037336","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000130","","ST-000123","","3","Punk Rock","true","ST-000120","0","7","rare","0","0","music","69f2615c703ebba22c037337","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000122","","ST-000120","","2","Alt / indie","true","ST-000120","0","1","common","0","0","music","69f2615c703ebba22c03733b","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000128","","ST-000124","","3","Golden age","true","ST-000120","0","2","common","0","0","music","69f2615c703ebba22c037341","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000224","Maîtrise des grands classiques (Martini, Mojito, Old Fashioned) en les réinventant.","ST-000220","","2","Classique / Revisitée","true","ST-000220","0","1","common","0","0","food","69f2615c703ebba22c037361","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000110","","ST-000095","","3","Cumbia","true","ST-000094","0","2","common","0","0","music","69f2615c703ebba22c03734d","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000112","","ST-000095","","3","Samba","true","ST-000094","0","10","epic","0","0","music","69f2615c703ebba22c03734f","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000101","","ST-000096","","3","Dub","true","ST-000094","0","2","common","0","0","music","69f2615c703ebba22c037354","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000227","","ST-000221","","2","Haut Volume","true","ST-000221","0","1","common","0","0","food","69f2615c703ebba22c03735e","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000213","","ST-000198","","3","Micro-trottoir","true","ST-000193","0","1","common","0","0","video","69f2615c703ebba22c03736d","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000138","","ST-000121","","3","Death Metal","true","ST-000120","0","2","common","0","0","music","69f2615c703ebba22c03732f","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000133","","ST-000122","","3","Indie Rock","true","ST-000120","0","4","rare","0","0","music","69f2615c703ebba22c037334","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000103","","ST-000096","","3","Ragga","true","ST-000094","0","7","rare","0","0","music","69f2615c703ebba22c037352","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000225","Utilisation de techniques scientifiques (siphons, sphérification, azote liquide) pour créer de nouvelles textures et formes.","ST-000220","","2","Moléculaire","true","ST-000220","0","1","common","0","0","food","69f2615c703ebba22c037360","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000219","","ST-000077","","3","Disco","true","ST-000076","0","2","common","0","0","music","69f2615c703ebba22c037366","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000219","","ST-000199","","3","Témoignage Client","true","ST-000193","0","1","common","0","0","video","69f2615c703ebba22c037367","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000216","Classique et direct, idéal pour des messages institutionnels forts ou des témoignages d'intervenants clés","ST-000198","","3","Face Caméra","true","ST-000193","0","1","common","0","0","video","69f2615c703ebba22c03736a","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000215","","ST-000198","","3","Voix Off","true","ST-000193","0","1","common","0","0","video","69f2615c703ebba22c03736b","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000211","","ST-000197","","3","Documentaire","true","ST-000193","0","1","common","0","0","video","69f2615c703ebba22c03736f","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000210","","ST-000197","","3","Reportage","true","ST-000193","0","1","common","0","0","video","69f2615c703ebba22c037370","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000230","Performance artistique et acrobatique, souvent avec des bouteilles d'entraînement (vides ou lestées), destinée aux compétitions ou animations scéniques","ST-000222","","2","Exhibition Flair","true","ST-000222","0","1","common","0","0","food","69f2615c703ebba22c03735b","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000129","","ST-000123","","3","Skate Punk","true","ST-000120","0","11","epic","0","0","music","69f2615c703ebba22c037338","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000125","","ST-000124","","3","Soft Rock","true","ST-000120","0","12","epic","0","0","music","69f2615c703ebba22c03733e","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000106","","ST-000095","","3","Boogaloo","false","ST-000094","0","1","common","0","0","music","69f2615c703ebba22c037349","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000235","","","","1","Documentaire","true","ST-000235","0","1","common","0","0","photo","69f2615c703ebba22c037356","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000228","","ST-000221","","2","Publicain & barman de quartier","true","ST-000221","0","1","common","0","0","food","69f2615c703ebba22c03735d","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000117","","ST-000095","","3","Rumba","true","ST-000094","0","9","epic","0","0","music","69f2615c703ebba22c037343","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000105","","ST-000095","","3","Merengue","true","ST-000094","0","5","rare","0","0","music","69f2615c703ebba22c037348","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000134","","ST-000122","","3","Alternative","true","ST-000120","0","1","common","0","0","music","69f2615c703ebba22c037333","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000132","","ST-000122","","3","Grunge","true","ST-000120","0","2","common","0","0","music","69f2615c703ebba22c037335","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000229","","ST-000221","","2","Pour banquets","true","ST-000221","0","1","common","0","0","food","69f2615c703ebba22c03735c","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000226","Mise en avant de produits locaux, herbes fraîches, sirops et infusions faits maison","ST-000220","","2","Artisanale","true","ST-000220","0","1","common","0","0","food","69f2615c703ebba22c03735f","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000217","Mise en valeur des collaborateurs dans le cadre de l'événement","ST-000199","","3","Portrait d'équipe","true","ST-000193","0","1","common","0","0","video","69f2615c703ebba22c037369","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000118","","ST-000095","","3","Mambo & Chachacha","true","ST-000094","0","5","rare","0","0","music","69f2615c703ebba22c037344","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000221","Professionnel polyvalent qui sert et prépare les boissons, gère l'inventaire et assure l'ambiance du bar","","","1","Bartender","true","ST-000221","0","1","common","0","0","food","69f2615c703ebba22c037364","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000124","","ST-000120","","2","Rock ‘n’ roll","true","ST-000120","0","1","common","0","0","music","69f2615c703ebba22c03733d","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000119","","ST-000095","","3","Salsa","true","ST-000094","0","10","epic","0","0","music","69f2615c703ebba22c037345","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000104","","ST-000095","","3","Baile-Funk","true","ST-000094","0","1","common","0","0","music","69f2615c703ebba22c037347","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000107","","ST-000095","","3","Bossa Nova","true","ST-000094","0","1","common","0","0","music","69f2615c703ebba22c03734a","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000109","","ST-000095","","3","Chacon","false","ST-000094","0","1","common","0","0","music","69f2615c703ebba22c03734c","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000102","","ST-000096","","3","Dancehall","true","ST-000094","0","2","common","0","0","music","69f2615c703ebba22c037353","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000231","Mouvements subtils et élégants concentrés sur la manipulation raffinée des outils (cuillère, jigger, tin) plutôt que le lancer de bouteilles","ST-000222","","2","Craft Flair","true","ST-000222","0","1","common","0","0","food","69f2615c703ebba22c03735a","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000135","","ST-000121","","3","Classic Metal","true","ST-000120","0","2","common","0","0","music","69f2615c703ebba22c037332","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000114","","ST-000095","","3","Tango","true","ST-000094","0","13","epic","0","0","music","69f2615c703ebba22c037351","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000232","","","","1","Food truck","true","ST-000231","0","1","common","0","0","food","69f2615c703ebba22c037359","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000126","","ST-000124","","3","Hard-core (Rock)","true","ST-000120","0","2","common","0","0","music","69f2615c703ebba22c03733f","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000127","","ST-000124","","3","Contemporary Rock","true","ST-000120","0","2","common","0","0","music","69f2615c703ebba22c037340","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000108","","ST-000095","","3","Calypso","false","ST-000094","0","1","common","0","0","music","69f2615c703ebba22c03734b","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000236","","","","1","Mode","true","ST-000236","0","1","common","0","0","photo","69f2615c703ebba22c037355","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000218","","ST-000199","","3","Formation / Tuto","true","ST-000193","0","1","common","0","0","video","69f2615c703ebba22c037368","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000115","","ST-000095","","3","Tropicalia","false","ST-000094","0","1","common","0","0","music","69f2615c703ebba22c037346","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000234","","","","1","Street","true","ST-000234","0","1","common","0","0","photo","69f2615c703ebba22c037357","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000222","Jonglage et de manipulation de bouteilles et d'outils pour animer le service","","","1","Flair","true","ST-000222","0","1","common","0","0","food","69f2615c703ebba22c037363","2026-04-29T19:51:56.039000","2026-04-29T19:51:56.039000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000161","","ST-000147","","3","Absurde / non-sens","true","ST-000146","0","1","common","0","0","humour","69f2615c703ebba22c03730a","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000182","","ST-000153","","3","Animateur de soirée","true","ST-000146","0","1","common","0","0","humour","69f2615c703ebba22c03731f","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000184","","ST-000153","","3","Corporate","true","ST-000146","0","1","common","0","0","humour","69f2615c703ebba22c037321","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000188","","ST-000154","","3","Questions au public","true","ST-000146","0","1","common","0","0","humour","69f2615c703ebba22c037325","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000142","","ST-000140","","3","Kompa","true","ST-000094","0","4","rare","0","0","music","69f2615c703ebba22c03732b","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000151","","ST-000146","","2","Musical","true","ST-000146","0","1","common","0","0","humour","69f2615c703ebba22c037300","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000152","","ST-000146","","2","Physique","true","ST-000146","0","1","common","0","0","humour","69f2615c703ebba22c037301","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000175","","ST-000151","","3","Parodie de chanson","true","ST-000146","0","1","common","0","0","humour","69f2615c703ebba22c037318","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000139","","ST-000121","","3","Grindcore","true","ST-000120","0","2","common","0","0","music","69f2615c703ebba22c03732e","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000243","","ST-000191","","3","Chillstep","true","ST-000001","0","1","common","0","0","music","69f2615c703ebba22c0372f4","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000149","","ST-000146","","2","Sketch","true","ST-000146","0","1","common","0","0","humour","69f2615c703ebba22c0372fe","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000155","","ST-000147","","3","Observations / chronique","true","ST-000146","0","1","common","0","0","humour","69f2615c703ebba22c037304","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000160","","ST-000147","","3","Satire","true","ST-000146","0","1","common","0","0","humour","69f2615c703ebba22c037309","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000196","Captation Live","ST-000193","","2","Captation Live","true","ST-000193","0","1","common","0","0","video","69f2615c703ebba22c0372f7","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000157","","ST-000147","","3","One-liners","true","ST-000146","0","1","common","0","0","humour","69f2615c703ebba22c037306","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000158","","ST-000147","","3","Noir","true","ST-000146","0","1","common","0","0","humour","69f2615c703ebba22c037307","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000163","","ST-000147","","3","Politique","true","ST-000146","0","1","common","0","0","humour","69f2615c703ebba22c03730c","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000165","","ST-000148","","3","Long form (Harold)","true","ST-000146","0","1","common","0","0","humour","69f2615c703ebba22c03730e","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000166","","ST-000148","","3","Jeux courts (Whose Line?)","true","ST-000146","0","1","common","0","0","humour","69f2615c703ebba22c03730f","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000180","","ST-000152","","3","Accessoires","true","ST-000146","0","1","common","0","0","humour","69f2615c703ebba22c03731d","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000153","","ST-000146","","2","Animation / MC","true","ST-000146","0","1","common","0","0","humour","69f2615c703ebba22c037302","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000190","","ST-000154","","3","Call & response","true","ST-000146","0","1","common","0","0","humour","69f2615c703ebba22c037327","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000145","","ST-000140","","3","Shatta","true","ST-000094","0","10","epic","0","0","music","69f2615c703ebba22c037328","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000144","","ST-000140","","3","Bachata","true","ST-000094","0","1","common","0","0","music","69f2615c703ebba22c037329","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000195","Teaser / Vidéo Promotionnelle","ST-000193","","2","Teaser / Vidéo Promotionnelle","true","ST-000193","0","1","common","0","0","video","69f2615c703ebba22c0372f8","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000179","","ST-000152","","3","Clown","true","ST-000146","0","1","common","0","0","humour","69f2615c703ebba22c03731c","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
"ST-000148","","ST-000146","","2","Impro","true","ST-000146","0","1","common","0","0","humour","69f2615c703ebba22c0372fd","2026-04-29T19:51:56.038000","2026-04-29T19:51:56.038000","69f218c618cc26dee7ae01ce","frederik.gelin@gmail.com","false"
