eventId,calculated_price_cents,targetSceneId,finalStatus,organizerUserId,sessionId,expiresAt,final_price_cents,isGratuit,createdAt,talentUserId,finalizedAt,targetPlageIds,slotId,current_offer_price_cents,rounds,status,updatedAt,id,created_date,updated_date,created_by_id,created_by,is_sample
"69fbca11058919c34084beb1","","sc-1","accepted","69f62cd5271164a83828fd92","69fbca120a018f0044d17bde","2026-05-09T23:14:33.663Z","","false","2026-05-06T23:14:10.888Z","69f2739b8a9489588db01d2c","2026-05-06T23:15:16.002Z","[""p-1""]","SL-69fbca120a018f0044d17bde-0","","[{""roundIndex"":0,""isGratuit"":false,""createdAt"":""2026-05-06T23:14:10.888Z"",""price"":700,""proposedBy"":""organizer"",""respondedAt"":""2026-05-06T23:14:33.378Z"",""message"":"""",""expiresAt"":""2026-05-09T23:14:10.888Z"",""status"":""countered""},{""roundIndex"":1,""isGratuit"":false,""createdAt"":""2026-05-06T23:14:33.378Z"",""price"":1000,""proposedBy"":""talent"",""respondedAt"":""2026-05-06T23:15:16.002Z"",""message"":"""",""expiresAt"":""2026-05-09T23:14:33.663Z"",""status"":""accepted""}]","accepted","2026-05-06T23:15:16.002Z","69fbcb46d95fd3473128d3ee","2026-05-06T23:14:14.162000","2026-05-06T23:15:17.353000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fbbce11d1b1bd6670a7ee3","","sc-1","accepted","69f62cd5271164a83828fd92","69fbbce3b1a0803aa08cffd4","2026-05-09T22:15:10.778Z","","false","2026-05-06T22:15:10.778Z","69f2739b8a9489588db01d2c","2026-05-06T22:16:31.998Z","[""p-2""]","SL-69fbbce3b1a0803aa08cffd4-0","","[{""roundIndex"":0,""isGratuit"":false,""createdAt"":""2026-05-06T22:15:10.778Z"",""price"":700,""proposedBy"":""organizer"",""respondedAt"":""2026-05-06T22:16:31.998Z"",""message"":"""",""expiresAt"":""2026-05-09T22:15:10.778Z"",""status"":""accepted""}]","accepted","2026-05-06T22:16:31.998Z","69fbbd74a99448070e4fb65c","2026-05-06T22:15:16.668000","2026-05-06T22:16:33.319000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fbbce11d1b1bd6670a7ee3","","sc-1","accepted","69f62cd5271164a83828fd92","69fbbce3b1a0803aa08cffd4","2026-05-09T22:14:49.066Z","","false","2026-05-06T22:14:49.066Z","69f2739b8a9489588db01d2c","2026-05-06T22:16:18.802Z","[""p-1""]","SL-69fbbce3b1a0803aa08cffd4-0","","[{""roundIndex"":0,""isGratuit"":false,""createdAt"":""2026-05-06T22:14:49.066Z"",""price"":300,""proposedBy"":""organizer"",""respondedAt"":""2026-05-06T22:16:18.802Z"",""message"":"""",""expiresAt"":""2026-05-09T22:14:49.066Z"",""status"":""accepted""}]","accepted","2026-05-06T22:16:18.802Z","69fbbd5cb1a0803aa08cfffc","2026-05-06T22:14:52.170000","2026-05-06T22:16:21.629000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fba5bb30364d40c87ed8b2","","sc-1","accepted","69f62cd5271164a83828fd92","69fba5bdb3fe16025f4aea60","2026-05-09T20:35:25.586Z","","false","2026-05-06T20:35:11.600Z","69f2706d181676bbd6e82a5e","2026-05-06T20:35:31.963Z","[""p-1""]","SL-69fba5bdb3fe16025f4aea60-0","","[{""roundIndex"":0,""isGratuit"":false,""createdAt"":""2026-05-06T20:35:11.600Z"",""price"":705,""proposedBy"":""organizer"",""respondedAt"":""2026-05-06T20:35:25.350Z"",""message"":"""",""expiresAt"":""2026-05-09T20:35:11.600Z"",""status"":""countered""},{""roundIndex"":1,""isGratuit"":false,""createdAt"":""2026-05-06T20:35:25.350Z"",""price"":1000,""proposedBy"":""talent"",""respondedAt"":""2026-05-06T20:35:31.963Z"",""message"":"""",""expiresAt"":""2026-05-09T20:35:25.586Z"",""status"":""accepted""}]","accepted","2026-05-06T20:35:31.963Z","69fba60231a610a8c7dbb64a","2026-05-06T20:35:14.998000","2026-05-06T20:35:33.495000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb9d5a2679bf86f9a757c9","","sc-1","accepted","69f62cd5271164a83828fd92","69fb9d5bea4986fc1d59d273","2026-05-09T19:58:56.540Z","","false","2026-05-06T19:58:56.540Z","69f2706d181676bbd6e82a5e","2026-05-06T20:01:57.935Z","[""p-1""]","SL-69fb9d5bea4986fc1d59d273-0","","[{""roundIndex"":0,""isGratuit"":false,""createdAt"":""2026-05-06T19:58:56.540Z"",""price"":1000,""proposedBy"":""organizer"",""respondedAt"":""2026-05-06T20:01:57.935Z"",""message"":"""",""expiresAt"":""2026-05-09T19:58:56.540Z"",""status"":""accepted""}]","accepted","2026-05-06T20:01:57.935Z","69fb9d84d1c7dd9404b4c82e","2026-05-06T19:59:00.442000","2026-05-06T20:02:00.208000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb9bc0e203e66a26c73dcb","","sc-1","accepted","69f62cd5271164a83828fd92","69fb9bc15beeb1df6b276714","2026-05-09T19:52:15.723Z","","false","2026-05-06T19:52:15.723Z","69f2706d181676bbd6e82a5e","2026-05-06T19:52:55.657Z","[""p-1""]","SL-69fb9bc15beeb1df6b276714-0","","[{""roundIndex"":0,""isGratuit"":false,""createdAt"":""2026-05-06T19:52:15.723Z"",""price"":200,""proposedBy"":""organizer"",""respondedAt"":""2026-05-06T19:52:55.657Z"",""message"":"""",""expiresAt"":""2026-05-09T19:52:15.723Z"",""status"":""accepted""}]","accepted","2026-05-06T19:52:55.657Z","69fb9bf33965c090618505b7","2026-05-06T19:52:19.072000","2026-05-06T19:52:58.818000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb72f19a83df199bb7f9a1","","sc-1","accepted","69f62cd5271164a83828fd92","69fb72f3175b83736b3d7061","2026-05-09T16:57:58.044Z","","false","2026-05-06T16:57:58.044Z","69f2706d181676bbd6e82a5e","2026-05-06T16:58:10.103Z","[""p-1""]","SL-69fb72f3175b83736b3d7061-0","","[{""roundIndex"":0,""isGratuit"":false,""createdAt"":""2026-05-06T16:57:58.044Z"",""price"":1000,""proposedBy"":""organizer"",""respondedAt"":""2026-05-06T16:58:10.103Z"",""message"":"""",""expiresAt"":""2026-05-09T16:57:58.044Z"",""status"":""accepted""}]","accepted","2026-05-06T16:58:10.103Z","69fb731bd7f226febc84b39b","2026-05-06T16:58:03.601000","2026-05-06T16:58:11.716000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb71f37ee96e9982b47493","","sc-1","accepted","69f62cd5271164a83828fd92","69fb71f4f16af932af322d1d","2026-05-09T16:54:24.115Z","","false","2026-05-06T16:54:06.100Z","69f2706d181676bbd6e82a5e","2026-05-06T16:54:46.002Z","[""p-3""]","SL-69fb71f4f16af932af322d1d-0","","[{""roundIndex"":0,""isGratuit"":false,""createdAt"":""2026-05-06T16:54:06.100Z"",""price"":200,""proposedBy"":""organizer"",""respondedAt"":""2026-05-06T16:54:23.840Z"",""message"":"""",""expiresAt"":""2026-05-09T16:54:06.100Z"",""status"":""countered""},{""roundIndex"":1,""isGratuit"":false,""createdAt"":""2026-05-06T16:54:23.840Z"",""price"":500,""proposedBy"":""talent"",""respondedAt"":""2026-05-06T16:54:46.002Z"",""message"":"""",""expiresAt"":""2026-05-09T16:54:24.115Z"",""status"":""accepted""}]","accepted","2026-05-06T16:54:46.002Z","69fb723151f725820e7678ed","2026-05-06T16:54:09.821000","2026-05-06T16:54:47.699000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb71f37ee96e9982b47493","","sc-1","accepted","69f62cd5271164a83828fd92","69fb71f4f16af932af322d1d","2026-05-09T16:55:02.018Z","","false","2026-05-06T16:53:51.800Z","69f2706d181676bbd6e82a5e","2026-05-06T16:55:18.808Z","[""p-1""]","SL-69fb71f4f16af932af322d1d-0","","[{""roundIndex"":0,""isGratuit"":false,""createdAt"":""2026-05-06T16:53:51.800Z"",""price"":150,""proposedBy"":""organizer"",""respondedAt"":""2026-05-06T16:54:35.072Z"",""message"":"""",""expiresAt"":""2026-05-09T16:53:51.801Z"",""status"":""countered""},{""roundIndex"":1,""isGratuit"":false,""createdAt"":""2026-05-06T16:54:35.072Z"",""price"":300,""proposedBy"":""talent"",""respondedAt"":""2026-05-06T16:55:01.743Z"",""message"":"""",""expiresAt"":""2026-05-09T16:54:35.344Z"",""status"":""countered""},{""roundIndex"":2,""isGratuit"":false,""createdAt"":""2026-05-06T16:55:01.743Z"",""price"":400,""proposedBy"":""organizer"",""respondedAt"":""2026-05-06T16:55:18.808Z"",""message"":"""",""expiresAt"":""2026-05-09T16:55:02.018Z"",""status"":""accepted""}]","accepted","2026-05-06T16:55:18.808Z","69fb7222076cfe83f2fc8f43","2026-05-06T16:53:54.734000","2026-05-06T16:55:20.165000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb71f37ee96e9982b47493","","sc-1","accepted","69f62cd5271164a83828fd92","69fb71f4f16af932af322d1d","2026-05-09T16:53:38.731Z","","false","2026-05-06T16:53:38.730Z","69f2706d181676bbd6e82a5e","2026-05-06T16:54:09.152Z","[""p-5""]","SL-69fb71f4f16af932af322d1d-0","","[{""roundIndex"":0,""isGratuit"":false,""createdAt"":""2026-05-06T16:53:38.730Z"",""price"":100,""proposedBy"":""organizer"",""respondedAt"":""2026-05-06T16:54:09.152Z"",""message"":"""",""expiresAt"":""2026-05-09T16:53:38.731Z"",""status"":""accepted""}]","accepted","2026-05-06T16:54:09.152Z","69fb7216184d5ab30ce13e0c","2026-05-06T16:53:42.007000","2026-05-06T16:54:10.620000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb70c13139d8a6f69ba690","","sc-1","","69f62cd5271164a83828fd92","69fb70c21886a4bc8a76d573","2026-05-09T16:49:03.085Z","","false","2026-05-06T16:49:03.085Z","69f2706d181676bbd6e82a5e","","[""p-1""]","SL-69fb70c21886a4bc8a76d573-0","","[{""roundIndex"":0,""isGratuit"":false,""createdAt"":""2026-05-06T16:49:03.085Z"",""price"":100,""proposedBy"":""organizer"",""respondedAt"":null,""message"":"""",""expiresAt"":""2026-05-09T16:49:03.085Z"",""status"":""pending""}]","pending_talent","2026-05-06T16:49:03.085Z","69fb71020bec8ab64fc46a3c","2026-05-06T16:49:06.094000","2026-05-06T16:49:06.094000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb70c13139d8a6f69ba690","","sc-1","","69f62cd5271164a83828fd92","69fb70c21886a4bc8a76d573","2026-05-09T16:48:50.196Z","","false","2026-05-06T16:48:50.196Z","69f2706d181676bbd6e82a5e","","[""p-2""]","SL-69fb70c21886a4bc8a76d573-0","","[{""roundIndex"":0,""isGratuit"":false,""createdAt"":""2026-05-06T16:48:50.196Z"",""price"":400,""proposedBy"":""organizer"",""respondedAt"":null,""message"":"""",""expiresAt"":""2026-05-09T16:48:50.196Z"",""status"":""pending""}]","pending_talent","2026-05-06T16:48:50.196Z","69fb70f544e29d108d8a8e18","2026-05-06T16:48:53.582000","2026-05-06T16:48:53.582000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb6c8563e27c92387e4124","","sc-1","accepted","69f62cd5271164a83828fd92","69fb6c86bc81242e14a6105f","2026-05-09T16:31:00.146Z","","false","2026-05-06T16:31:00.145Z","69f2706d181676bbd6e82a5e","2026-05-06T16:31:14.974Z","[""p-1""]","SL-69fb6c86bc81242e14a6105f-0","","[{""roundIndex"":0,""isGratuit"":false,""createdAt"":""2026-05-06T16:31:00.145Z"",""price"":1000,""proposedBy"":""organizer"",""respondedAt"":""2026-05-06T16:31:14.974Z"",""message"":"""",""expiresAt"":""2026-05-09T16:31:00.146Z"",""status"":""accepted""}]","accepted","2026-05-06T16:31:14.974Z","69fb6cc7184d5ab30ce13cfd","2026-05-06T16:31:03.550000","2026-05-06T16:31:16.412000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb62aa2821929a81655b71","","sc-1","accepted","69f62cd5271164a83828fd92","69fb62ac23d082847ccfbca7","2026-05-09T15:48:39.954Z","","false","2026-05-06T15:48:39.954Z","69f2739b8a9489588db01d2c","2026-05-06T15:48:48.648Z","[""p-1""]","SL-69fb62ac23d082847ccfbca7-0","","[{""roundIndex"":0,""isGratuit"":false,""createdAt"":""2026-05-06T15:48:39.954Z"",""price"":300,""proposedBy"":""organizer"",""respondedAt"":""2026-05-06T15:48:48.648Z"",""message"":"""",""expiresAt"":""2026-05-09T15:48:39.954Z"",""status"":""accepted""}]","accepted","2026-05-06T15:48:48.648Z","69fb62db847b295e23e90b90","2026-05-06T15:48:43.494000","2026-05-06T15:48:50.073000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"69fb5b9b770af414e259d734","","sc-1","accepted","69f62cd5271164a83828fd92","69fb5b9ddd37ce78fda74ff6","2026-05-09T15:18:26.733Z","","false","2026-05-06T15:18:26.733Z","69f2706d181676bbd6e82a5e","2026-05-06T15:18:37.659Z","[""p-2""]","SL-69fb5b9ddd37ce78fda74ff6-0","","[{""roundIndex"":0,""isGratuit"":false,""createdAt"":""2026-05-06T15:18:26.733Z"",""price"":200,""proposedBy"":""organizer"",""respondedAt"":""2026-05-06T15:18:37.659Z"",""message"":"""",""expiresAt"":""2026-05-09T15:18:26.733Z"",""status"":""accepted""}]","accepted","2026-05-06T15:18:37.659Z","69fb5bc6d361a1fa9dd4db1b","2026-05-06T15:18:30.829000","2026-05-06T15:18:39.790000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
