entryType,eventId,note,accountCode,relatedEntryId,amount_cents,payoutSplitId,credit_cents,codeFlux,stripeEventId,recipientUserId,codeComptable,createdAt,stripeRef,debit_cents,currency,payerUserId,debitCredit,id,created_date,updated_date,created_by_id,created_by,is_sample
"commission_earned","69fca7dac209ef5fdbe66a06","Commission MR HT — 26.60$ (5.00%)","commission_revenue","","2660","","2660","ANA-COMMISSION","","","7110","2026-05-07T14:59:53.078Z","pi_3TUTOaChRZW5v2uy0gzllneP","0","CAD","69f2739b8a9489588db01d2c","credit","69fca8e9925183139c6979c7","2026-05-07T14:59:53.769000","2026-05-07T14:59:53.769000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"talent_payable","69fca7dac209ef5fdbe66a06","Cachet talent — 505.40$ (557.34$ × 95.0%)","talent_payable","","50540","","50540","ANA-TALENT","","","4310","2026-05-07T14:59:53.078Z","pi_3TUTOaChRZW5v2uy0gzllneP","0","CAD","69f2739b8a9489588db01d2c","credit","69fca8e905d642e60e63f6a0","2026-05-07T14:59:53.515000","2026-05-07T14:59:53.515000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"balance_received","69fca7dac209ef5fdbe66a06","Balance 80% — event ...e66a06 ""test 99.75$ de commission"" — 557.34$ brut","stripe_balance","","55734","","0","ENC-BALANCE","","","5100","2026-05-07T14:59:53.078Z","pi_3TUTOaChRZW5v2uy0gzllneP","55734","CAD","69f2739b8a9489588db01d2c","debit","69fca8e9aec63e3e749a3b56","2026-05-07T14:59:53.277000","2026-05-07T14:59:53.277000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"tax_collected","69fca7dac209ef5fdbe66a06","TVQ 9.975% sur commission — 0.66$","tvq_payable","","66","","66","ANA-TAXE","","","4420","2026-05-07T14:58:07.884Z","pi_3TUTMvChRZW5v2uy19LOxekf","0","CAD","69f2739b8a9489588db01d2c","credit","69fca881e0558f311c87e5e8","2026-05-07T14:58:09.076000","2026-05-07T14:58:09.076000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"tax_collected","69fca7dac209ef5fdbe66a06","TPS 5% sur commission — 0.33$","tps_payable","","33","","33","ANA-TAXE","","","4410","2026-05-07T14:58:07.884Z","pi_3TUTMvChRZW5v2uy19LOxekf","0","CAD","69f2739b8a9489588db01d2c","credit","69fca880cf768b70c614df62","2026-05-07T14:58:08.844000","2026-05-07T14:58:08.844000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"commission_earned","69fca7dac209ef5fdbe66a06","Commission MR HT — 6.65$ (5.00%)","commission_revenue","","665","","665","ANA-COMMISSION","","","7110","2026-05-07T14:58:07.884Z","pi_3TUTMvChRZW5v2uy19LOxekf","0","CAD","69f2739b8a9489588db01d2c","credit","69fca880413808d28c0b55d3","2026-05-07T14:58:08.561000","2026-05-07T14:58:08.561000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"talent_payable","69fca7dac209ef5fdbe66a06","Cachet talent — 126.35$ (138.30$ × 95.0%)","talent_payable","","12635","","12635","ANA-TALENT","","","4310","2026-05-07T14:58:07.884Z","pi_3TUTMvChRZW5v2uy19LOxekf","0","CAD","69f2739b8a9489588db01d2c","credit","69fca880542876b14e970200","2026-05-07T14:58:08.330000","2026-05-07T14:58:08.330000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"deposit_authorized","69fca7dac209ef5fdbe66a06","Dépôt 20% — event ...e66a06 ""test 99.75$ de commission"" — 138.30$ brut","stripe_clearing","","13830","","0","ENC-DEPOT","","","5200","2026-05-07T14:58:07.884Z","pi_3TUTMvChRZW5v2uy19LOxekf","13830","CAD","69f2739b8a9489588db01d2c","debit","69fca880b6056d6996875ca2","2026-05-07T14:58:08.047000","2026-05-07T14:58:08.047000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"stripe_fees","69fca0713d590690d6058ba1","Frais Stripe dépôt — 1.09$ CAD [Cr stripe_balance]","stripe_balance","69fca1dd6f0ff01ddd4fe089","109","","109","DEC-FRAIS","","","5100","2026-05-07T14:29:48.872Z","pi_3TUSs3ChRZW5v2uy0JqXJ2pY","0","CAD","","credit","69fca1ddf307ed3d49cda4e6","2026-05-07T14:29:49.476000","2026-05-07T14:29:49.476000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"stripe_fees","69fca0713d590690d6058ba1","Frais Stripe dépôt — 1.09$ CAD [Dr stripe_fees_expense]","stripe_fees_expense","69fca1ddf307ed3d49cda4e6","109","","0","DEC-FRAIS","","","6110","2026-05-07T14:29:48.872Z","pi_3TUSs3ChRZW5v2uy0JqXJ2pY","109","CAD","","debit","69fca1dd6f0ff01ddd4fe089","2026-05-07T14:29:49.157000","2026-05-07T14:29:49.733000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"escrow_released","69fca0713d590690d6058ba1","Escrow libéré — cachet talent — 21.22$ CAD [Cr stripe_balance]","stripe_balance","69fca1dbfaeb8cdff1d2f8f5","2122","","2122","INT-ESCROW","","","5100","2026-05-07T14:29:47.103Z","pi_3TUSs3ChRZW5v2uy0JqXJ2pY","0","CAD","","credit","69fca1db18980d2895d47970","2026-05-07T14:29:47.639000","2026-05-07T14:29:47.639000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"escrow_released","69fca0713d590690d6058ba1","Escrow libéré — cachet talent — 21.22$ CAD [Dr talent_payable]","talent_payable","69fca1db18980d2895d47970","2122","","0","INT-ESCROW","","","4310","2026-05-07T14:29:47.103Z","pi_3TUSs3ChRZW5v2uy0JqXJ2pY","2122","CAD","","debit","69fca1dbfaeb8cdff1d2f8f5","2026-05-07T14:29:47.312000","2026-05-07T14:29:47.937000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"deposit_captured","69fca0713d590690d6058ba1","Dépôt capturé — event 69fca0713d590690d6058ba1 — 21.22$ CAD [Cr stripe_clearing]","stripe_clearing","69fca1d9ad539f5cf5e7ca16","2122","","2122","INT-CAPTURE","","","5200","2026-05-07T14:29:45.529Z","pi_3TUSs3ChRZW5v2uy0JqXJ2pY","0","CAD","","credit","69fca1daabfc325e32b08276","2026-05-07T14:29:46.209000","2026-05-07T14:29:46.209000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"deposit_captured","69fca0713d590690d6058ba1","Dépôt capturé — event 69fca0713d590690d6058ba1 — 21.22$ CAD [Dr stripe_balance]","stripe_balance","69fca1daabfc325e32b08276","2122","","0","INT-CAPTURE","","","5100","2026-05-07T14:29:45.529Z","pi_3TUSs3ChRZW5v2uy0JqXJ2pY","2122","CAD","","debit","69fca1d9ad539f5cf5e7ca16","2026-05-07T14:29:45.865000","2026-05-07T14:29:46.707000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"stripe_fees","69fca0713d590690d6058ba1","Frais Stripe prélevés par Stripe — 3.49$","stripe_balance","69fca1543c72622bda430d28","349","","349","DEC-FRAIS","","","5100","2026-05-07T14:27:31.190Z","pi_3TUStTChRZW5v2uy13dXZ06G","0","CAD","69f75ab48443764c81e1d5f8","credit","69fca15582757cb41cdbd0f0","2026-05-07T14:27:33.169000","2026-05-07T14:27:33.721000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"stripe_fees","69fca0713d590690d6058ba1","Frais Stripe — 3.49$","stripe_fees_expense","69fca15582757cb41cdbd0f0","349","","0","DEC-FRAIS","","","6110","2026-05-07T14:27:31.190Z","pi_3TUStTChRZW5v2uy13dXZ06G","349","CAD","69f75ab48443764c81e1d5f8","debit","69fca1543c72622bda430d28","2026-05-07T14:27:32.891000","2026-05-07T14:27:33.389000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"tax_collected","69fca0713d590690d6058ba1","TVQ 9.975% sur commission — 0.80$","tvq_payable","","80","","80","ANA-TAXE","","","4420","2026-05-07T14:27:31.190Z","pi_3TUStTChRZW5v2uy13dXZ06G","0","CAD","69f75ab48443764c81e1d5f8","credit","69fca15422a5a1a3d1e143ca","2026-05-07T14:27:32.642000","2026-05-07T14:27:32.642000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"tax_collected","69fca0713d590690d6058ba1","TPS 5% sur commission — 0.40$","tps_payable","","40","","40","ANA-TAXE","","","4410","2026-05-07T14:27:31.190Z","pi_3TUStTChRZW5v2uy13dXZ06G","0","CAD","69f75ab48443764c81e1d5f8","credit","69fca15474a5794ee3bc8a67","2026-05-07T14:27:32.360000","2026-05-07T14:27:32.360000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"commission_earned","69fca0713d590690d6058ba1","Commission MR HT — 8.00$ (10.00%)","commission_revenue","","800","","800","ANA-COMMISSION","","","7110","2026-05-07T14:27:31.190Z","pi_3TUStTChRZW5v2uy13dXZ06G","0","CAD","69f75ab48443764c81e1d5f8","credit","69fca1548ff02f806ed8a316","2026-05-07T14:27:32.073000","2026-05-07T14:27:32.073000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"talent_payable","69fca0713d590690d6058ba1","Cachet talent — 72.00$ (86.15$ × 90.0%)","talent_payable","","7200","","7200","ANA-TALENT","","","4310","2026-05-07T14:27:31.190Z","pi_3TUStTChRZW5v2uy13dXZ06G","0","CAD","69f75ab48443764c81e1d5f8","credit","69fca153bf4835bfbde5deca","2026-05-07T14:27:31.774000","2026-05-07T14:27:31.774000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"balance_received","69fca0713d590690d6058ba1","Balance 80% — event ...058ba1 ""test nouveaux taux"" — 86.15$ brut","stripe_balance","","8615","","0","ENC-BALANCE","","","5100","2026-05-07T14:27:31.190Z","pi_3TUStTChRZW5v2uy13dXZ06G","8615","CAD","69f75ab48443764c81e1d5f8","debit","69fca153e45916eb8a631c57","2026-05-07T14:27:31.467000","2026-05-07T14:27:31.467000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"tax_collected","69fca0713d590690d6058ba1","TVQ 9.975% sur commission — 0.20$","tvq_payable","","20","","20","ANA-TAXE","","","4420","2026-05-07T14:26:02.561Z","pi_3TUSs3ChRZW5v2uy0JqXJ2pY","0","CAD","69f75ab48443764c81e1d5f8","credit","69fca0fbe481986fc6b9c3c2","2026-05-07T14:26:03.528000","2026-05-07T14:26:03.528000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"tax_collected","69fca0713d590690d6058ba1","TPS 5% sur commission — 0.10$","tps_payable","","10","","10","ANA-TAXE","","","4410","2026-05-07T14:26:02.561Z","pi_3TUSs3ChRZW5v2uy0JqXJ2pY","0","CAD","69f75ab48443764c81e1d5f8","credit","69fca0fb53be8af21cb04edb","2026-05-07T14:26:03.357000","2026-05-07T14:26:03.357000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"commission_earned","69fca0713d590690d6058ba1","Commission MR HT — 2.00$ (10.00%)","commission_revenue","","200","","200","ANA-COMMISSION","","","7110","2026-05-07T14:26:02.561Z","pi_3TUSs3ChRZW5v2uy0JqXJ2pY","0","CAD","69f75ab48443764c81e1d5f8","credit","69fca0fb7b0eb5221fb7ef9e","2026-05-07T14:26:03.142000","2026-05-07T14:26:03.142000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"talent_payable","69fca0713d590690d6058ba1","Cachet talent — 18.00$ (21.22$ × 90.0%)","talent_payable","","1800","","1800","ANA-TALENT","","","4310","2026-05-07T14:26:02.561Z","pi_3TUSs3ChRZW5v2uy0JqXJ2pY","0","CAD","69f75ab48443764c81e1d5f8","credit","69fca0fa33db3084ad9757f1","2026-05-07T14:26:02.957000","2026-05-07T14:26:02.957000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"deposit_authorized","69fca0713d590690d6058ba1","Dépôt 20% — event ...058ba1 ""test nouveaux taux"" — 21.22$ brut","stripe_clearing","","2122","","0","ENC-DEPOT","","","5200","2026-05-07T14:26:02.561Z","pi_3TUSs3ChRZW5v2uy0JqXJ2pY","2122","CAD","69f75ab48443764c81e1d5f8","debit","69fca0faa8ac56bb8fac6381","2026-05-07T14:26:02.699000","2026-05-07T14:26:02.699000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"noshow_refund_issued","69f77a1c312b74a9460d126c","No-show — remboursement payeur — 61.37$ sorti de Stripe","stripe_balance","69fc987621a0e0b87c8a278f","6137","69fa4b9e68eb38a1729fc1d2","6137","DEC-REMB","","","5100","2026-05-07T13:49:42.425Z","re_3TT38EChRZW5v2uy0W8FGTog","0","CAD","","credit","69fc98779ce54dd237ea3927","2026-05-07T13:49:43.050000","2026-05-07T14:08:00.600000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"noshow_refund_issued","69f77a1c312b74a9460d126c","No-show — solde passif talent — 61.37$ — event ...0d126c","talent_payable","69fc98779ce54dd237ea3927","6137","69fa4b9e68eb38a1729fc1d2","0","DEC-REMB","","","4310","2026-05-07T13:49:42.425Z","re_3TT38EChRZW5v2uy0W8FGTog","6137","CAD","","debit","69fc987621a0e0b87c8a278f","2026-05-07T13:49:42.575000","2026-05-07T14:07:38.691000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"noshow_refund_issued","69fb3e06e5ec52f1e0c5d166","No-show — remboursement payeur — 690.41$ sorti de Stripe","stripe_balance","69fc986f85c27f73d47894fe","69041","69fc8bb73652e410d63041be","69041","DEC-REMB","","","5100","2026-05-07T13:49:35.063Z","re_3TU5PHChRZW5v2uy0CDWZuJS","0","CAD","","credit","69fc98702fe432675416364e","2026-05-07T13:49:36.916000","2026-05-07T14:07:50.398000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"noshow_refund_issued","69fb3e06e5ec52f1e0c5d166","No-show — solde passif talent — 690.41$ — event ...c5d166","talent_payable","69fc98702fe432675416364e","69041","69fc8bb73652e410d63041be","0","DEC-REMB","","","4310","2026-05-07T13:49:35.063Z","re_3TU5PHChRZW5v2uy0CDWZuJS","69041","CAD","","debit","69fc986f85c27f73d47894fe","2026-05-07T13:49:35.863000","2026-05-07T14:07:29.023000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"payout_executed","69fb72f19a83df199bb7f9a1","Virement talent sorti — test Confirmstripepayment v33 - 3 — 199.30$","stripe_balance","69fc985382b51c478379f773","19930","69fc91f811d3b743bed5948d","19930","DEC-PAYOUT","","","5100","2026-05-07T13:49:06.959Z","tr_1TUSIXChRZW5v2uyftYLYkpp","0","CAD","","credit","69fc985317ee4dc10c8f3230","2026-05-07T13:49:07.657000","2026-05-07T14:06:07.172000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"payout_executed","69fb72f19a83df199bb7f9a1","Virement talent — test Confirmstripepayment v33 - 3 — 199.30$ → Connect 4eCX15Bv","talent_payable","69fc985317ee4dc10c8f3230","19930","69fc91f811d3b743bed5948d","0","DEC-PAYOUT","","","4310","2026-05-07T13:49:06.959Z","tr_1TUSIXChRZW5v2uyftYLYkpp","19930","CAD","","debit","69fc985382b51c478379f773","2026-05-07T13:49:07.228000","2026-05-07T14:05:59.005000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"stripe_fees","69f615b84b21070e1ca0f945","Frais Stripe dépôt — 1.09$ CAD [Cr stripe_balance]","stripe_balance","69fc92a37d4f9b17323b35cb","109","","109","DEC-FRAIS","","","5100","2026-05-07T13:24:51.749Z","pi_3TURtQChRZW5v2uy0zGe4vXH","0","CAD","","credit","69fc92a4789f12eba59602a1","2026-05-07T13:24:52.043000","2026-05-07T13:24:52.043000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"stripe_fees","69f615b84b21070e1ca0f945","Frais Stripe dépôt — 1.09$ CAD [Dr stripe_fees_expense]","stripe_fees_expense","69fc92a4789f12eba59602a1","109","","0","DEC-FRAIS","","","6110","2026-05-07T13:24:51.749Z","pi_3TURtQChRZW5v2uy0zGe4vXH","109","CAD","","debit","69fc92a37d4f9b17323b35cb","2026-05-07T13:24:51.888000","2026-05-07T13:24:52.273000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"escrow_released","69f615b84b21070e1ca0f945","Escrow libéré — cachet talent — 21.26$ CAD [Cr stripe_balance]","stripe_balance","69fc92a37b63b8a0d8788218","2126","","2126","INT-ESCROW","","","5100","2026-05-07T13:24:50.879Z","pi_3TURtQChRZW5v2uy0zGe4vXH","0","CAD","","credit","69fc92a372b7549674708ef5","2026-05-07T13:24:51.246000","2026-05-07T13:24:51.246000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"escrow_released","69f615b84b21070e1ca0f945","Escrow libéré — cachet talent — 21.26$ CAD [Dr talent_payable]","talent_payable","69fc92a372b7549674708ef5","2126","","0","INT-ESCROW","","","4310","2026-05-07T13:24:50.879Z","pi_3TURtQChRZW5v2uy0zGe4vXH","2126","CAD","","debit","69fc92a37b63b8a0d8788218","2026-05-07T13:24:51.010000","2026-05-07T13:24:51.480000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"deposit_captured","69f615b84b21070e1ca0f945","Dépôt capturé — event 69f615b84b21070e1ca0f945 — 21.26$ CAD [Cr stripe_clearing]","stripe_clearing","69fc92a20ec02726e6466d25","2126","","2126","INT-CAPTURE","","","5200","2026-05-07T13:24:50.054Z","pi_3TURtQChRZW5v2uy0zGe4vXH","0","CAD","","credit","69fc92a2b9f596eabb9273a6","2026-05-07T13:24:50.397000","2026-05-07T13:24:50.397000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"deposit_captured","69f615b84b21070e1ca0f945","Dépôt capturé — event 69f615b84b21070e1ca0f945 — 21.26$ CAD [Dr stripe_balance]","stripe_balance","69fc92a2b9f596eabb9273a6","2126","","0","INT-CAPTURE","","","5100","2026-05-07T13:24:50.054Z","pi_3TURtQChRZW5v2uy0zGe4vXH","2126","CAD","","debit","69fc92a20ec02726e6466d25","2026-05-07T13:24:50.198000","2026-05-07T13:24:50.639000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"stripe_fees","69f615b84b21070e1ca0f945","Frais Stripe prélevés par Stripe — 3.47$","stripe_balance","69fc9280cef9ce3c44a6dd7f","347","","347","DEC-FRAIS","","","5100","2026-05-07T13:24:15.861Z","pi_3TURuIChRZW5v2uy12PUE2V5","0","CAD","69f2739b8a9489588db01d2c","credit","69fc928139ad7d3bc99b786a","2026-05-07T13:24:17.117000","2026-05-07T13:24:17.596000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
"stripe_fees","69f615b84b21070e1ca0f945","Frais Stripe — 3.47$","stripe_fees_expense","69fc928139ad7d3bc99b786a","347","","0","DEC-FRAIS","","","6110","2026-05-07T13:24:15.861Z","pi_3TURuIChRZW5v2uy12PUE2V5","347","CAD","69f2739b8a9489588db01d2c","debit","69fc9280cef9ce3c44a6dd7f","2026-05-07T13:24:16.941000","2026-05-07T13:24:17.352000","service_720f1ed7-4d53-4623-8377-a9877bf2f722","service+720f1ed7-4d53-4623-8377-a9877bf2f722@no-reply.base44.com","false"
